date,river_discharge_x,river_discharge_mean,river_discharge_median,river_discharge_min,river_discharge_max,river_discharge_p25,river_discharge_p75,latitude,longitude,p1_mm,p6_mm,a72_mm,pp_max,sm_mean,et24_mm,p1_pct,p6_pct,a72_pct,pp_unit,sm_norm,et_deficit,river_discharge_y,rd_norm,H_score
2024-07-26,0.07894671,0.07894666,0.07894671,0.07894671,0.07894671,0.07894671,0.07894671,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.07894671,0.08928571428571429,0.36439732142857145
2024-07-27,0.10917485,0.41968474,0.14840013,0.061695576,2.5645113,0.061695576,0.5667635,-30.02499771118164,-51.22499084472656,0.6000000238418579,1.5000000521540642,1.7000000476837158,,,0.0,0.6770833333333334,0.6607142857142857,0.36755952380952384,,,1.0,0.10917485,0.16815476190476192,0.5519903273809523
2024-07-28,0.12460494,1.3487813,0.8365578,0.12460494,8.616122,0.4142348,1.8477433,-30.02499771118164,-51.22499084472656,1.899999976158142,2.6999999955296516,7.099999904632568,,,0.0,0.7961309523809523,0.7127976190476191,0.5565476190476191,,,1.0,0.12460494,0.20833333333333334,0.6472284226190476
2024-07-29,2.013006,2.304507,2.1550379,0.7660378,6.177943,1.6470088,2.7703896,-30.02499771118164,-51.22499084472656,1.600000023841858,7.199999988079071,17.299999237060547,,,0.0,0.7738095238095238,0.8377976190476191,0.7663690476190477,,,1.0,2.013006,0.875,0.8324032738095237
2024-07-30,0.9054607,0.9054604,0.9054607,0.9054607,0.9054607,0.9054607,0.9054607,-30.02499771118164,-51.22499084472656,0.0,0.0,15.600000381469727,,,0.0,0.4270833333333333,0.40029761904761907,0.7261904761904762,,,1.0,0.9054607,0.7217261904761905,0.6206287202380952
2024-07-31,0.44543982,0.4454401,0.44543982,0.44543982,0.44543982,0.44543982,0.44543982,-30.02499771118164,-51.22499084472656,0.0,0.0,10.199999809265137,,,0.0,0.4270833333333333,0.40029761904761907,0.6235119047619048,,,1.0,0.44543982,0.5342261904761905,0.5651041666666666
2024-08-01,0.27350307,0.2735032,0.27350307,0.27350307,0.27350307,0.27350307,0.27350307,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.27350307,0.38839285714285715,0.4017857142857143
2024-08-02,0.20226443,0.20226444,0.20226443,0.20226443,0.20226443,0.20226443,0.20226443,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.20226443,0.31845238095238093,0.39304315476190477
2024-08-03,0.1561122,0.15626933,0.1561122,0.1561122,0.16412604,0.1561122,0.1561122,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.1561122,0.2604166666666667,0.38578869047619047
2024-08-04,3.1783037,2.7060273,2.5652766,0.9769696,5.7452803,1.7701344,3.5973525,-30.02499771118164,-51.22499084472656,2.0,5.300000041723251,16.5,,,0.0,0.8020833333333334,0.7961309523809523,0.7529761904761905,,,1.0,3.1783037,0.9196428571428571,0.8243117559523809
2024-08-05,2.250873,2.766755,2.4962611,1.4945948,6.533555,2.0760968,3.2243571,-30.02499771118164,-51.22499084472656,2.299999952316284,8.099999994039536,21.299999237060547,,,0.0,0.8199404761904762,0.8571428571428571,0.7976190476190477,,,1.0,2.250873,0.8839285714285714,0.8550967261904762
2024-08-06,2.006076,2.310287,2.1011539,1.032357,4.4575787,1.6977394,3.0388288,-30.02499771118164,-51.22499084472656,5.0,6.30000002682209,33.400001525878906,,,0.0,0.9017857142857143,0.8184523809523809,0.875,,,1.0,2.006076,0.8735119047619048,0.8761160714285715
2024-08-07,4.3333488,2.692976,2.4882202,1.0464447,5.3241186,1.8925176,3.7206678,-30.02499771118164,-51.22499084472656,2.4000000953674316,8.900000095367432,32.30000305175781,,,0.0,0.8214285714285714,0.8690476190476191,0.8705357142857143,,,1.0,4.3333488,0.9449404761904762,0.8894159226190476
2024-08-08,1.5703957,1.7147692,1.663806,1.3933158,2.491403,1.5659721,1.8119009,-30.02499771118164,-51.22499084472656,0.4000000059604645,5.40000007301569,28.899999618530273,,,0.0,0.6324404761904762,0.7976190476190477,0.8556547619047619,,,1.0,1.5703957,0.8318452380952381,0.8246837797619048
2024-08-09,0.44543982,0.44576827,0.44543982,0.44543982,0.46217716,0.44543982,0.44543982,-30.02499771118164,-51.22499084472656,0.20000000298023224,0.5000000074505806,17.299999237060547,,,0.0,0.5699404761904762,0.5476190476190477,0.7663690476190477,,,1.0,0.44543982,0.5342261904761905,0.6736421130952381
2024-08-10,0.3273945,0.3273945,0.3273945,0.3273945,0.3273945,0.3273945,0.3273945,-30.02499771118164,-51.22499084472656,0.0,0.0,1.899999976158142,,,0.0,0.4270833333333333,0.40029761904761907,0.37202380952380953,,,1.0,0.3273945,0.44494047619047616,0.47535342261904767
2024-08-11,0.24165225,0.24274117,0.24165225,0.24165225,0.29717922,0.24165225,0.24165225,-30.02499771118164,-51.22499084472656,0.4000000059604645,0.4000000059604645,0.9000000357627869,,,0.0,0.6324404761904762,0.5282738095238095,0.3005952380952381,,,1.0,0.24165225,0.3556547619047619,0.5075334821428572
2024-08-12,0.18850219,0.18850227,0.18850219,0.18850219,0.18850219,0.18850219,0.18850219,-30.02499771118164,-51.22499084472656,0.0,0.4000000059604645,0.4000000059604645,,,0.0,0.4270833333333333,0.5282738095238095,0.25744047619047616,,,1.0,0.18850219,0.30505952380952384,0.46205357142857145
2024-08-13,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,-30.02499771118164,-51.22499084472656,0.0,0.0,0.4000000059604645,,,0.0,0.4270833333333333,0.40029761904761907,0.25744047619047616,,,1.0,0.1561122,0.2604166666666667,0.41648065476190477
2024-08-14,0.1324004,0.13240047,0.1324004,0.1324004,0.1324004,0.1324004,0.1324004,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.1324004,0.21428571428571427,0.38002232142857145
2024-08-15,0.10917485,0.10917477,0.10917485,0.10917485,0.10917485,0.10917485,0.10917485,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.10917485,0.16815476190476192,0.3742559523809524
2024-08-16,0.09395635,0.09395641,0.09395635,0.09395635,0.09395635,0.09395635,0.09395635,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.09395635,0.13541666666666666,0.37016369047619047
2024-08-17,0.30617082,0.3870611,0.23310483,0.07894671,1.6730063,0.14815366,0.54793227,-30.02499771118164,-51.22499084472656,1.7999999523162842,2.299999952316284,2.5,,,0.0,0.7886904761904762,0.6964285714285714,0.41220238095238093,,,1.0,0.30617082,0.4181547619047619,0.6223028273809523
2024-08-18,1.1577444,0.8726841,0.61436284,0.21059811,4.260173,0.31526652,1.0312369,-30.02499771118164,-51.22499084472656,1.2999999523162842,3.299999952316284,6.999999523162842,,,0.0,0.7470238095238095,0.7366071428571429,0.5520833333333334,,,1.0,1.1577444,0.7693452380952381,0.7172619047619048
2024-08-19,0.7021586,0.9553968,0.76605654,0.50660706,4.420009,0.569522,1.133045,-30.02499771118164,-51.22499084472656,3.299999952316284,7.10000005364418,14.09999942779541,,,0.0,0.8556547619047619,0.8363095238095238,0.7038690476190477,,,1.0,0.7021586,0.65625,0.7952938988095238
2024-08-20,0.8113401,1.4221594,1.2646984,0.36772883,4.2119474,0.8526198,1.7607762,-30.02499771118164,-51.22499084472656,1.2000000476837158,7.500000089406967,13.5,,,0.0,0.7425595238095238,0.8407738095238095,0.6964285714285714,,,1.0,0.8113401,0.6994047619047619,0.7856212797619048
2024-08-21,0.40604758,0.41184747,0.40604758,0.40604758,0.65576994,0.40604758,0.40604758,-30.02499771118164,-51.22499084472656,0.0,0.0,9.0,,,0.0,0.4270833333333333,0.40029761904761907,0.5997023809523809,,,1.0,0.40604758,0.5074404761904762,0.5543154761904762
2024-08-22,0.7988709,0.7381597,0.733804,0.25025904,1.7039585,0.49718687,0.9769696,-30.02499771118164,-51.22499084472656,2.299999952316284,6.299999885261059,8.299999237060547,,,0.0,0.8199404761904762,0.8169642857142857,0.5848214285714286,,,1.0,0.7988709,0.6949404761904762,0.7524181547619049
2024-08-23,1.7101917,1.7254417,1.7039655,0.6255487,3.4565625,1.2594359,2.0269134,-30.02499771118164,-51.22499084472656,1.600000023841858,6.800000071525574,15.999999046325684,,,0.0,0.7738095238095238,0.8348214285714286,0.7410714285714286,,,1.0,1.7101917,0.8467261904761905,0.8200334821428572
2024-08-24,0.72583795,0.7261509,0.72583795,0.72583795,0.74180686,0.72583795,0.72583795,-30.02499771118164,-51.22499084472656,0.0,0.4000000134110451,15.999999046325684,,,0.0,0.4270833333333333,0.5342261904761905,0.7410714285714286,,,1.0,0.72583795,0.6636904761904762,0.6598772321428571
2024-08-25,0.42232883,0.42232892,0.42232883,0.42232883,0.42232883,0.42232883,0.42232883,-30.02499771118164,-51.22499084472656,0.0,0.0,9.600000381469727,,,0.0,0.4270833333333333,0.40029761904761907,0.6175595238095238,,,1.0,0.42232883,0.5148809523809523,0.5608258928571429
2024-08-26,0.27350307,0.2735032,0.27350307,0.27350307,0.27350307,0.27350307,0.27350307,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.27350307,0.38839285714285715,0.4017857142857143
2024-08-27,0.19398808,0.19398794,0.19398808,0.19398808,0.19398808,0.19398808,0.19398808,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.19398808,0.3080357142857143,0.39174107142857145
2024-08-28,0.1561122,0.15734509,0.1561122,0.1561122,0.21898961,0.1561122,0.1561122,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.1561122,0.2604166666666667,0.38578869047619047
2024-08-29,0.12460494,0.12460503,0.12460494,0.12460494,0.12460494,0.12460494,0.12460494,-30.02499771118164,-51.22499084472656,0.0,0.0,0.0,,,0.0,0.4270833333333333,0.40029761904761907,0.15922619047619047,,,1.0,0.12460494,0.20833333333333334,0.37927827380952384
2024-08-30,0.101539254,0.10153918,0.101539254,0.101539254,0.101539254,0.101539254,0.101539254,-30.02499771118164,-51.22499084472656,0.10000000149011612,0.20000000298023224,0.20000000298023224,,,0.0,0.5193452380952381,0.48214285714285715,0.21875,,,1.0,0.101539254,0.13988095238095238,0.4264322916666667
2024-08-31,0.08642566,0.094077475,0.08642566,0.08642566,0.32129562,0.08642566,0.08642566,-30.02499771118164,-51.22499084472656,3.200000047683716,4.200000025331974,4.400000095367432,,,0.0,0.8497023809523809,0.7663690476190477,0.49404761904761907,,,1.0,0.08642566,0.09077380952380952,0.6364397321428571
2024-09-01,1.5292981,0.9376327,0.73387754,0.07894671,2.9174187,0.40291366,1.4355967,-30.02499771118164,-51.22499084472656,1.2000000476837158,6.800000071525574,7.5,,,0.0,0.7425595238095238,0.8348214285714286,0.5669642857142857,,,1.0,1.5292981,0.8258928571428571,0.7591145833333333
2024-09-02,0.64058983,0.6405902,0.64058983,0.64058983,0.64058983,0.64058983,0.64058983,-30.02499771118164,-51.22499084472656,0.0,0.0,7.300000190734863,,,0.0,0.4270833333333333,0.40029761904761907,0.5639880952380952,,,1.0,0.64058983,0.6324404761904762,0.5587797619047619
2024-09-03,0.17219532,0.17219539,0.17219532,0.17219532,0.17219532,0.17219532,0.17219532,-30.02499771118164,-51.22499084472656,0.0,0.0,3.1000001430511475,,,0.0,0.4270833333333333,0.40029761904761907,0.44047619047619047,,,1.0,0.17219532,0.27827380952380953,0.47591145833333337
2024-09-04,1.9991624,2.1049838,2.1952333,0.7179084,4.248075,1.6625531,2.4534678,-30.02499771118164,-51.22499084472656,3.799999952316284,15.599999845027924,16.700000762939453,,,0.0,0.8720238095238095,0.9241071428571429,0.7589285714285714,,,1.0,1.9991624,0.8720238095238095,0.868954613095238
2024-09-05,1.6181831,1.6700634,1.6485002,1.0941124,2.258367,1.4960425,1.8873596,-30.02499771118164,-51.22499084472656,0.5,14.399999797344208,17.600000381469727,,,0.0,0.65625,0.9151785714285714,0.7738095238095238,,,1.0,1.6181831,0.8363095238095238,0.8393787202380952
2024-09-06,0.61808,0.6180801,0.61808,0.61808,0.61808,0.61808,0.61808,-30.02499771118164,-51.22499084472656,0.0,0.0,17.600000381469727,,,0.0,0.4270833333333333,0.40029761904761907,0.7738095238095238,,,1.0,0.61808,0.6279761904761905,0.6237909226190477
2024-09-07,0.3520726,0.3866452,0.3520726,0.3520726,0.9678863,0.3520726,0.3520726,-30.02499771118164,-51.22499084472656,0.4000000059604645,0.5000000074505806,1.399999976158142,,,0.0,0.6324404761904762,0.5476190476190477,0.3392857142857143,,,1.0,0.3520726,0.4583333333333333,0.5385044642857143
