date,river_discharge,river_discharge_mean,river_discharge_median,river_discharge_min,river_discharge_max,river_discharge_p25,river_discharge_p75,latitude,longitude
2024-07-25,0.09395635,0.09395641,0.09395635,0.09395635,0.09395635,0.09395635,0.09395635,-30.02499771118164,-51.22499084472656
2024-07-26,0.07894671,0.07894666,0.07894671,0.07894671,0.07894671,0.07894671,0.07894671,-30.02499771118164,-51.22499084472656
2024-07-27,0.10917485,0.41968474,0.14840013,0.061695576,2.5645113,0.061695576,0.5667635,-30.02499771118164,-51.22499084472656
2024-07-28,0.12460494,1.3487813,0.8365578,0.12460494,8.616122,0.4142348,1.8477433,-30.02499771118164,-51.22499084472656
2024-07-29,2.013006,2.304507,2.1550379,0.7660378,6.177943,1.6470088,2.7703896,-30.02499771118164,-51.22499084472656
2024-07-30,0.9054607,0.9054604,0.9054607,0.9054607,0.9054607,0.9054607,0.9054607,-30.02499771118164,-51.22499084472656
2024-07-31,0.44543982,0.4454401,0.44543982,0.44543982,0.44543982,0.44543982,0.44543982,-30.02499771118164,-51.22499084472656
2024-08-01,0.27350307,0.2735032,0.27350307,0.27350307,0.27350307,0.27350307,0.27350307,-30.02499771118164,-51.22499084472656
2024-08-02,0.20226443,0.20226444,0.20226443,0.20226443,0.20226443,0.20226443,0.20226443,-30.02499771118164,-51.22499084472656
2024-08-03,0.1561122,0.15626933,0.1561122,0.1561122,0.16412604,0.1561122,0.1561122,-30.02499771118164,-51.22499084472656
2024-08-04,3.1783037,2.7060273,2.5652766,0.9769696,5.7452803,1.7701344,3.5973525,-30.02499771118164,-51.22499084472656
2024-08-05,2.250873,2.766755,2.4962611,1.4945948,6.533555,2.0760968,3.2243571,-30.02499771118164,-51.22499084472656
2024-08-06,2.006076,2.310287,2.1011539,1.032357,4.4575787,1.6977394,3.0388288,-30.02499771118164,-51.22499084472656
2024-08-07,4.3333488,2.692976,2.4882202,1.0464447,5.3241186,1.8925176,3.7206678,-30.02499771118164,-51.22499084472656
2024-08-08,1.5703957,1.7147692,1.663806,1.3933158,2.491403,1.5659721,1.8119009,-30.02499771118164,-51.22499084472656
2024-08-09,0.44543982,0.44576827,0.44543982,0.44543982,0.46217716,0.44543982,0.44543982,-30.02499771118164,-51.22499084472656
2024-08-10,0.3273945,0.3273945,0.3273945,0.3273945,0.3273945,0.3273945,0.3273945,-30.02499771118164,-51.22499084472656
2024-08-11,0.24165225,0.24274117,0.24165225,0.24165225,0.29717922,0.24165225,0.24165225,-30.02499771118164,-51.22499084472656
2024-08-12,0.18850219,0.18850227,0.18850219,0.18850219,0.18850219,0.18850219,0.18850219,-30.02499771118164,-51.22499084472656
2024-08-13,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,-30.02499771118164,-51.22499084472656
2024-08-14,0.1324004,0.13240047,0.1324004,0.1324004,0.1324004,0.1324004,0.1324004,-30.02499771118164,-51.22499084472656
2024-08-15,0.10917485,0.10917477,0.10917485,0.10917485,0.10917485,0.10917485,0.10917485,-30.02499771118164,-51.22499084472656
2024-08-16,0.09395635,0.09395641,0.09395635,0.09395635,0.09395635,0.09395635,0.09395635,-30.02499771118164,-51.22499084472656
2024-08-17,0.30617082,0.3870611,0.23310483,0.07894671,1.6730063,0.14815366,0.54793227,-30.02499771118164,-51.22499084472656
2024-08-18,1.1577444,0.8726841,0.61436284,0.21059811,4.260173,0.31526652,1.0312369,-30.02499771118164,-51.22499084472656
2024-08-19,0.7021586,0.9553968,0.76605654,0.50660706,4.420009,0.569522,1.133045,-30.02499771118164,-51.22499084472656
2024-08-20,0.8113401,1.4221594,1.2646984,0.36772883,4.2119474,0.8526198,1.7607762,-30.02499771118164,-51.22499084472656
2024-08-21,0.40604758,0.41184747,0.40604758,0.40604758,0.65576994,0.40604758,0.40604758,-30.02499771118164,-51.22499084472656
2024-08-22,0.7988709,0.7381597,0.733804,0.25025904,1.7039585,0.49718687,0.9769696,-30.02499771118164,-51.22499084472656
2024-08-23,1.7101917,1.7254417,1.7039655,0.6255487,3.4565625,1.2594359,2.0269134,-30.02499771118164,-51.22499084472656
2024-08-24,0.72583795,0.7261509,0.72583795,0.72583795,0.74180686,0.72583795,0.72583795,-30.02499771118164,-51.22499084472656
2024-08-25,0.42232883,0.42232892,0.42232883,0.42232883,0.42232883,0.42232883,0.42232883,-30.02499771118164,-51.22499084472656
2024-08-26,0.27350307,0.2735032,0.27350307,0.27350307,0.27350307,0.27350307,0.27350307,-30.02499771118164,-51.22499084472656
2024-08-27,0.19398808,0.19398794,0.19398808,0.19398808,0.19398808,0.19398808,0.19398808,-30.02499771118164,-51.22499084472656
2024-08-28,0.1561122,0.15734509,0.1561122,0.1561122,0.21898961,0.1561122,0.1561122,-30.02499771118164,-51.22499084472656
2024-08-29,0.12460494,0.12460503,0.12460494,0.12460494,0.12460494,0.12460494,0.12460494,-30.02499771118164,-51.22499084472656
2024-08-30,0.101539254,0.10153918,0.101539254,0.101539254,0.101539254,0.101539254,0.101539254,-30.02499771118164,-51.22499084472656
2024-08-31,0.08642566,0.094077475,0.08642566,0.08642566,0.32129562,0.08642566,0.08642566,-30.02499771118164,-51.22499084472656
2024-09-01,1.5292981,0.9376327,0.73387754,0.07894671,2.9174187,0.40291366,1.4355967,-30.02499771118164,-51.22499084472656
2024-09-02,0.64058983,0.6405902,0.64058983,0.64058983,0.64058983,0.64058983,0.64058983,-30.02499771118164,-51.22499084472656
2024-09-03,0.17219532,0.17219539,0.17219532,0.17219532,0.17219532,0.17219532,0.17219532,-30.02499771118164,-51.22499084472656
2024-09-04,1.9991624,2.1049838,2.1952333,0.7179084,4.248075,1.6625531,2.4534678,-30.02499771118164,-51.22499084472656
2024-09-05,1.6181831,1.6700634,1.6485002,1.0941124,2.258367,1.4960425,1.8873596,-30.02499771118164,-51.22499084472656
2024-09-06,0.61808,0.6180801,0.61808,0.61808,0.61808,0.61808,0.61808,-30.02499771118164,-51.22499084472656
2024-09-07,0.3520726,0.3866452,0.3520726,0.3520726,0.9678863,0.3520726,0.3520726,-30.02499771118164,-51.22499084472656
2024-09-08,0.22743928,0.22755034,0.22743928,0.22743928,0.23310483,0.22743928,0.22743928,-30.02499771118164,-51.22499084472656
2024-09-09,0.16412604,0.2715466,0.18032062,0.16412604,0.633052,0.16412604,0.3693071,-30.02499771118164,-51.22499084472656
2024-09-10,0.1324004,0.13240047,0.1324004,0.1324004,0.1324004,0.1324004,0.1324004,-30.02499771118164,-51.22499084472656
2024-09-11,0.10917485,0.10917477,0.10917485,0.10917485,0.10917485,0.10917485,0.10917485,-30.02499771118164,-51.22499084472656
2024-09-12,1.2029264,1.7323592,1.4647707,0.22743928,5.123504,0.91009474,2.4554753,-30.02499771118164,-51.22499084472656
2024-09-13,2.8282475,3.857611,3.3252416,0.8281002,10.220183,2.2322197,5.3205075,-30.02499771118164,-51.22499084472656
2024-09-14,1.0796967,1.1110202,1.0796967,1.0796967,1.5468302,1.0796967,1.0833006,-30.02499771118164,-51.22499084472656
2024-09-15,0.5776112,0.57761145,0.5776112,0.5776112,0.5776112,0.5776112,0.5776112,-30.02499771118164,-51.22499084472656
2024-09-16,0.3520726,0.3659578,0.3520726,0.3520726,0.52405274,0.3520726,0.3520726,-30.02499771118164,-51.22499084472656
2024-09-17,0.25892544,0.25892544,0.25892544,0.25892544,0.25892544,0.25892544,0.25892544,-30.02499771118164,-51.22499084472656
2024-09-18,0.19398808,0.19398794,0.19398808,0.19398808,0.19398808,0.19398808,0.19398808,-30.02499771118164,-51.22499084472656
2024-09-19,0.3520726,0.25618228,0.16412604,0.16412604,1.1627185,0.16412604,0.21211138,-30.02499771118164,-51.22499084472656
2024-09-20,3.3451023,2.93299,2.788848,0.80301774,6.585776,1.9872804,3.9062757,-30.02499771118164,-51.22499084472656
2024-09-21,1.084491,1.096426,1.084491,1.084491,1.2181964,1.084491,1.084491,-30.02499771118164,-51.22499084472656
2024-09-22,0.5170504,0.6023635,0.5170504,0.5170504,1.6485002,0.5170504,0.5170504,-30.02499771118164,-51.22499084472656
2024-09-23,0.32129562,0.7831304,0.4032637,0.32129562,3.446313,0.32129562,1.1356087,-30.02499771118164,-51.22499084472656
2024-09-24,0.8836491,0.8654657,0.5118287,0.22743928,3.9659228,0.22743928,1.380959,-30.02499771118164,-51.22499084472656
2024-09-25,0.6710906,2.3746793,2.133294,0.61808,9.351421,1.1627185,2.8614635,-30.02499771118164,-51.22499084472656
2024-09-26,10.668097,9.691427,9.5575905,5.7608294,17.749945,7.877199,10.701874,-30.02499771118164,-51.22499084472656
2024-09-27,3.3752208,3.6092808,3.4771447,2.908409,4.970353,3.2559843,3.886875,-30.02499771118164,-51.22499084472656
2024-09-28,1.0137241,1.0137243,1.0137241,1.0137241,1.0137241,1.0137241,1.0137241,-30.02499771118164,-51.22499084472656
2024-09-29,0.6032454,0.60324514,0.6032454,0.6032454,0.6032454,0.6032454,0.6032454,-30.02499771118164,-51.22499084472656
2024-09-30,0.41253757,0.41253737,0.41253757,0.41253757,0.41253757,0.41253757,0.41253757,-30.02499771118164,-51.22499084472656
2024-10-01,1.3496327,1.9986994,1.77332,0.37404191,5.4120955,1.2021375,2.7456021,-30.02499771118164,-51.22499084472656
2024-10-02,1.1428907,1.0815294,0.92559415,0.67880404,3.0644336,0.7139709,1.3321257,-30.02499771118164,-51.22499084472656
2024-10-03,0.55596566,0.5559655,0.55596566,0.55596566,0.55596566,0.55596566,0.55596566,-30.02499771118164,-51.22499084472656
2024-10-04,0.46217716,0.46217725,0.46217716,0.46217716,0.46217716,0.46217716,0.46217716,-30.02499771118164,-51.22499084472656
2024-10-05,0.31219995,0.31219983,0.31219995,0.31219995,0.31219995,0.31219995,0.31219995,-30.02499771118164,-51.22499084472656
2024-10-06,0.24165225,0.24165241,0.24165225,0.24165225,0.24165225,0.24165225,0.24165225,-30.02499771118164,-51.22499084472656
2024-10-07,1.4378109,1.1697186,1.1232445,0.4689263,1.9716659,0.87399065,1.444868,-30.02499771118164,-51.22499084472656
2024-10-08,2.2359364,2.2582986,2.061996,1.0796967,4.7016425,1.7352688,2.6961699,-30.02499771118164,-51.22499084472656
2024-10-09,0.914256,0.8574881,0.80301774,0.80301774,1.3768401,0.80301774,0.81970084,-30.02499771118164,-51.22499084472656
2024-10-10,1.1086283,1.9588234,1.5352967,0.72583795,7.6099377,1.0941124,2.4767306,-30.02499771118164,-51.22499084472656
2024-10-11,1.1428907,2.1944783,1.8281809,0.7021586,6.533555,1.355347,2.8930202,-30.02499771118164,-51.22499084472656
2024-10-12,0.7498467,0.75493616,0.7498467,0.7498467,0.86637974,0.7498467,0.7498467,-30.02499771118164,-51.22499084472656
2024-10-13,0.6710906,0.67109084,0.6710906,0.6710906,0.6710906,0.6710906,0.6710906,-30.02499771118164,-51.22499084472656
2024-10-14,0.44543982,0.44849223,0.44543982,0.44543982,0.5776112,0.44543982,0.44543982,-30.02499771118164,-51.22499084472656
2024-10-15,0.4859357,0.9655199,0.8815428,0.33659554,2.1550047,0.5885594,1.2842937,-30.02499771118164,-51.22499084472656
2024-10-16,0.3520726,0.3600433,0.3520726,0.3520726,0.4962356,0.3520726,0.3520726,-30.02499771118164,-51.22499084472656
2024-10-17,0.29717922,0.29717922,0.29717922,0.29717922,0.29717922,0.29717922,0.29717922,-30.02499771118164,-51.22499084472656
2024-10-18,0.32129562,0.33902588,0.32129562,0.32129562,0.5848932,0.32129562,0.32129562,-30.02499771118164,-51.22499084472656
2024-10-19,0.24738348,0.24976715,0.24738348,0.24738348,0.27350307,0.24738348,0.24738348,-30.02499771118164,-51.22499084472656
2024-10-20,0.21618605,0.21618615,0.21618605,0.21618605,0.21618605,0.21618605,0.21618605,-30.02499771118164,-51.22499084472656
2024-10-21,0.17219532,0.17219539,0.17219532,0.17219532,0.17219532,0.17219532,0.17219532,-30.02499771118164,-51.22499084472656
2024-10-22,0.14024973,0.1407179,0.14024973,0.14024973,0.16412604,0.14024973,0.14024973,-30.02499771118164,-51.22499084472656
2024-10-23,0.12201846,0.13528588,0.12201846,0.12201846,0.29717922,0.12201846,0.12266508,-30.02499771118164,-51.22499084472656
2024-10-24,3.8865237,4.4159675,4.3222256,0.87068224,11.912191,2.745423,5.5542297,-30.02499771118164,-51.22499084472656
2024-10-25,1.3768401,1.4967632,1.42661,1.2594359,2.2359364,1.3334582,1.634826,-30.02499771118164,-51.22499084472656
2024-10-26,0.46217716,0.5258819,0.5170665,0.32129562,1.1478305,0.43468112,0.61435854,-30.02499771118164,-51.22499084472656
2024-10-27,0.28233063,0.28233054,0.28233063,0.28233063,0.28233063,0.28233063,0.28233063,-30.02499771118164,-51.22499084472656
2024-10-28,0.17489755,0.17489758,0.17489755,0.17489755,0.17489755,0.17489755,0.17489755,-30.02499771118164,-51.22499084472656
2024-10-29,0.1324004,0.13240047,0.1324004,0.1324004,0.1324004,0.1324004,0.1324004,-30.02499771118164,-51.22499084472656
2024-10-30,0.10917485,0.10947628,0.10917485,0.10917485,0.11686325,0.10917485,0.10917485,-30.02499771118164,-51.22499084472656
2024-10-31,0.08893013,0.08893013,0.08893013,0.08893013,0.08893013,0.08893013,0.08893013,-30.02499771118164,-51.22499084472656
2024-11-01,0.07894671,0.07894666,0.07894671,0.07894671,0.07894671,0.07894671,0.07894671,-30.02499771118164,-51.22499084472656
2024-11-02,0.071519256,0.20090604,0.08393842,0.071519256,1.1232445,0.071519256,0.20227405,-30.02499771118164,-51.22499084472656
2024-11-03,0.84926856,0.48751542,0.36931252,0.06659615,1.7989812,0.22747815,0.7241316,-30.02499771118164,-51.22499084472656
2024-11-04,0.45545912,0.48747787,0.45545912,0.45545912,0.7741895,0.45545912,0.4962356,-30.02499771118164,-51.22499084472656
2024-11-05,0.40281367,0.46398225,0.37405658,0.24165225,1.2908678,0.28528666,0.59220874,-30.02499771118164,-51.22499084472656
2024-11-06,0.29717922,0.44870123,0.36778688,0.22179961,1.4490633,0.25314116,0.55955255,-30.02499771118164,-51.22499084472656
2024-11-07,0.7538805,1.2240698,1.0654294,0.32434154,4.296634,0.72583795,1.5542029,-30.02499771118164,-51.22499084472656
2024-11-08,0.47570658,0.5534013,0.51882315,0.41253757,0.9054607,0.4613538,0.62929606,-30.02499771118164,-51.22499084472656
2024-11-09,0.39315677,0.36283973,0.33659554,0.33659554,0.64816236,0.33659554,0.37405294,-30.02499771118164,-51.22499084472656
2024-11-10,0.23026884,0.23026878,0.23026884,0.23026884,0.23026884,0.23026884,0.23026884,-30.02499771118164,-51.22499084472656
2024-11-11,0.35518944,0.48446473,0.3806185,0.14551294,1.837919,0.17219532,0.6434655,-30.02499771118164,-51.22499084472656
2024-11-12,0.40604758,0.49584237,0.4708377,0.22743928,1.0892961,0.34982046,0.58948123,-30.02499771118164,-51.22499084472656
2024-11-13,0.24165225,0.24165241,0.24165225,0.24165225,0.24165225,0.24165225,0.24165225,-30.02499771118164,-51.22499084472656
2024-11-14,0.16412604,0.16412596,0.16412604,0.16412604,0.16412604,0.16412604,0.16412604,-30.02499771118164,-51.22499084472656
2024-11-15,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,-30.02499771118164,-51.22499084472656
2024-11-16,0.11686325,0.11686325,0.11686325,0.11686325,0.11686325,0.11686325,0.11686325,-30.02499771118164,-51.22499084472656
2024-11-17,0.09395635,0.09395641,0.09395635,0.09395635,0.09395635,0.09395635,0.09395635,-30.02499771118164,-51.22499084472656
2024-11-18,0.096478224,0.34022215,0.25897878,0.07894671,1.6853445,0.12341985,0.45296583,-30.02499771118164,-51.22499084472656
2024-11-19,0.6634127,0.65046304,0.6180972,0.08642566,2.3036954,0.31296137,0.8729305,-30.02499771118164,-51.22499084472656
2024-11-20,8.682778,6.259488,6.177943,2.6475394,11.793813,4.6659923,7.385092,-30.02499771118164,-51.22499084472656
2024-11-21,2.0199516,2.0238633,2.0199516,2.0199516,2.1915379,2.0199516,2.0199516,-30.02499771118164,-51.22499084472656
2024-11-22,1.243882,1.3170408,1.2490605,0.7782794,2.784426,1.0488386,1.5177572,-30.02499771118164,-51.22499084472656
2024-11-23,0.59220874,0.5932317,0.59220874,0.59220874,0.64437175,0.59220874,0.59220874,-30.02499771118164,-51.22499084472656
2024-11-24,0.37404191,0.37404191,0.37404191,0.37404191,0.37404191,0.37404191,0.37404191,-30.02499771118164,-51.22499084472656
2024-11-25,0.2647363,0.2647362,0.2647363,0.2647363,0.2647363,0.2647363,0.2647363,-30.02499771118164,-51.22499084472656
2024-11-26,1.3823195,1.0334668,0.60880196,0.20226443,5.3095737,0.25389323,1.586735,-30.02499771118164,-51.22499084472656
2024-11-27,0.92309177,1.3945117,1.1930143,0.61435854,3.3954163,0.8082228,1.9292197,-30.02499771118164,-51.22499084472656
2024-11-28,0.6634127,1.0579792,0.9479741,0.4521116,2.8194427,0.6634127,1.3415737,-30.02499771118164,-51.22499084472656
2024-11-29,0.3001696,0.41190526,0.3001696,0.3001696,2.069022,0.3001696,0.40281367,-30.02499771118164,-51.22499084472656
2024-11-30,0.18304157,0.18949799,0.18304157,0.18304157,0.30617082,0.18304157,0.18304157,-30.02499771118164,-51.22499084472656
2024-12-01,1.6977394,2.0780237,1.4962878,0.15345323,7.336812,0.41263822,3.3585892,-30.02499771118164,-51.22499084472656
2024-12-02,4.420009,4.076968,4.0641575,1.3878112,9.069317,3.0905936,4.8861117,-30.02499771118164,-51.22499084472656
2024-12-03,1.1232445,1.1270518,1.1232445,1.1232445,1.3173947,1.1232445,1.1232445,-30.02499771118164,-51.22499084472656
2024-12-04,0.44543982,0.4454401,0.44543982,0.44543982,0.44543982,0.44543982,0.44543982,-30.02499771118164,-51.22499084472656
2024-12-05,0.2618276,0.2618275,0.2618276,0.2618276,0.2618276,0.2618276,0.2618276,-30.02499771118164,-51.22499084472656
2024-12-06,0.18032062,1.4467633,0.9164928,0.18032062,5.8706846,0.37725314,2.4198217,-30.02499771118164,-51.22499084472656
2024-12-07,0.4859357,0.79670894,0.59795576,0.14024973,5.0673633,0.3843967,0.87191737,-30.02499771118164,-51.22499084472656
2024-12-08,0.5703628,0.6518866,0.5703628,0.5703628,1.477422,0.5703628,0.6368296,-30.02499771118164,-51.22499084472656
2024-12-09,0.25025904,0.2610263,0.25025904,0.25025904,0.4859357,0.25025904,0.25025904,-30.02499771118164,-51.22499084472656
2024-12-10,0.35831344,0.35092416,0.30617082,0.18032062,1.1478305,0.23310483,0.36772883,-30.02499771118164,-51.22499084472656
2024-12-11,0.23310483,0.23498131,0.23310483,0.23310483,0.29717922,0.23310483,0.23310483,-30.02499771118164,-51.22499084472656
2024-12-12,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,0.1561122,-30.02499771118164,-51.22499084472656
2024-12-13,0.54525447,0.770144,0.5346536,0.11686325,2.3189447,0.24165225,1.2477704,-30.02499771118164,-51.22499084472656
2024-12-14,4.8884363,5.9264717,5.553907,2.5892193,14.205477,4.804305,6.74617,-30.02499771118164,-51.22499084472656
2024-12-15,2.6140988,3.03862,3.0318124,1.3227367,4.8344507,2.5768514,3.6211696,-30.02499771118164,-51.22499084472656
2024-12-16,3.0364542,2.9851758,2.972084,1.5292981,5.4565425,2.326701,3.4668717,-30.02499771118164,-51.22499084472656
2024-12-17,1.1037786,1.2263734,1.1652229,1.1037786,1.6730063,1.1037786,1.3120646,-30.02499771118164,-51.22499084472656
2024-12-18,0.65576994,0.6557697,0.65576994,0.65576994,0.65576994,0.65576994,0.65576994,-30.02499771118164,-51.22499084472656
2024-12-19,1.4603677,1.4613887,1.412696,0.42232883,3.9659228,0.8546072,1.9975097,-30.02499771118164,-51.22499084472656
2024-12-20,0.7660378,1.4447062,1.0394548,0.686553,4.623413,0.7782935,1.598675,-30.02499771118164,-51.22499084472656
2024-12-21,0.44543982,0.4975668,0.44543982,0.44543982,1.6485002,0.44543982,0.44543982,-30.02499771118164,-51.22499084472656
2024-12-22,4.48277,3.7561607,3.7753432,1.0090928,5.8076935,3.0598292,4.4859295,-30.02499771118164,-51.22499084472656
2024-12-23,1.4547088,1.4547089,1.4547088,1.4547088,1.4547088,1.4547088,1.4547088,-30.02499771118164,-51.22499084472656
2024-12-24,0.6634127,0.6640168,0.6634127,0.6634127,0.686553,0.6634127,0.6634127,-30.02499771118164,-51.22499084472656
2024-12-25,1.4660392,2.5045087,2.392455,1.1037786,5.353309,1.6136773,3.2304468,-30.02499771118164,-51.22499084472656
2024-12-26,0.7100153,0.7100148,0.7100153,0.7100153,0.7100153,0.7100153,0.7100153,-30.02499771118164,-51.22499084472656
2024-12-27,0.59220874,0.5922088,0.59220874,0.59220874,0.59220874,0.59220874,0.59220874,-30.02499771118164,-51.22499084472656
2024-12-28,0.38995266,0.40670025,0.38995266,0.38995266,0.5310875,0.38995266,0.40604758,-30.02499771118164,-51.22499084472656
2024-12-29,0.38995266,0.42027932,0.39800012,0.29717922,0.7021586,0.32586977,0.4834317,-30.02499771118164,-51.22499084472656
2024-12-30,0.29717922,0.30103615,0.29717922,0.29717922,0.35831344,0.29717922,0.29717922,-30.02499771118164,-51.22499084472656
2024-12-31,0.3273945,0.36826855,0.34276497,0.22743928,0.8113401,0.25675884,0.4239701,-30.02499771118164,-51.22499084472656
2025-01-01,1.4660392,0.7278908,0.5085116,0.25025904,3.226686,0.3273945,0.9952782,-30.02499771118164,-51.22499084472656
2025-01-02,1.1777098,1.2451301,0.8113401,0.64816236,5.3241186,0.67880404,1.43978,-30.02499771118164,-51.22499084472656
2025-01-03,0.4996848,0.8568559,0.56314766,0.4521116,2.908409,0.4689263,1.0115075,-30.02499771118164,-51.22499084472656
2025-01-04,0.35831344,0.35831344,0.35831344,0.35831344,0.35831344,0.35831344,0.35831344,-30.02499771118164,-51.22499084472656
2025-01-05,0.23310483,0.23587514,0.23310483,0.23310483,0.34276497,0.23310483,0.23310483,-30.02499771118164,-51.22499084472656
2025-01-06,0.2647363,0.21212988,0.18850219,0.17219532,0.42232883,0.17219532,0.25387836,-30.02499771118164,-51.22499084472656
2025-01-07,0.20226443,0.20226444,0.20226443,0.20226443,0.20226443,0.20226443,0.20226443,-30.02499771118164,-51.22499084472656
2025-01-08,0.14024973,0.13909583,0.12460494,0.12460494,0.25025904,0.12460494,0.14024973,-30.02499771118164,-51.22499084472656
2025-01-09,0.14024973,0.13630112,0.12460494,0.12460494,0.23310483,0.12460494,0.12851614,-30.02499771118164,-51.22499084472656
2025-01-10,0.10917485,0.10917477,0.10917485,0.10917485,0.10917485,0.10917485,0.10917485,-30.02499771118164,-51.22499084472656
2025-01-11,0.10917485,0.1069805,0.09395635,0.09395635,0.18850219,0.09395635,0.11303237,-30.02499771118164,-51.22499084472656
2025-01-12,0.21898961,0.20356698,0.18850219,0.09395635,0.54525447,0.12074742,0.2647363,-30.02499771118164,-51.22499084472656
2025-01-13,0.1561122,0.16771866,0.1561122,0.1561122,0.31219995,0.1561122,0.1561122,-30.02499771118164,-51.22499084472656
2025-01-14,0.07894671,0.07894666,0.07894671,0.07894671,0.07894671,0.07894671,0.07894671,-30.02499771118164,-51.22499084472656
2025-01-15,0.07894671,0.08591587,0.07894671,0.07894671,0.18850219,0.07894671,0.07894671,-30.02499771118164,-51.22499084472656
2025-01-16,0.061695576,0.07637544,0.061695576,0.061695576,0.42232883,0.061695576,0.06600836,-30.02499771118164,-51.22499084472656
2025-01-17,0.56314766,0.7947826,0.5776112,0.061695576,2.5645113,0.30473262,1.0762835,-30.02499771118164,-51.22499084472656
2025-01-18,0.38995266,0.52089113,0.4521116,0.29717922,1.7797134,0.34276497,0.64438486,-30.02499771118164,-51.22499084472656
2025-01-19,0.18850219,0.26022688,0.18034875,0.14024973,1.1086283,0.14024973,0.3009344,-30.02499771118164,-51.22499084472656
2025-01-20,0.8749945,1.2347581,1.0941124,0.18850219,4.081594,0.67130196,1.5814588,-30.02499771118164,-51.22499084472656
2025-01-21,0.43879855,0.49155453,0.4305637,0.38995266,1.1428907,0.38995266,0.53910255,-30.02499771118164,-51.22499084472656
2025-01-22,0.23310483,0.23372495,0.23310483,0.23310483,0.2647363,0.23310483,0.23310483,-30.02499771118164,-51.22499084472656
2025-01-23,0.14024973,0.14024973,0.14024973,0.14024973,0.14024973,0.14024973,0.14024973,-30.02499771118164,-51.22499084472656
2025-01-24,0.64058983,1.0046344,0.6788218,0.10917485,4.2844524,0.28233063,1.3280914,-30.02499771118164,-51.22499084472656
2025-01-25,0.59220874,0.9386938,0.82817775,0.37404191,2.7153523,0.62849456,1.1578996,-30.02499771118164,-51.22499084472656
2025-01-26,0.35831344,0.3770243,0.37404191,0.2647363,0.686553,0.28233063,0.43879855,-30.02499771118164,-51.22499084472656
2025-01-27,0.38995266,0.39792776,0.29717922,0.2647363,1.032357,0.2647363,0.41423532,-30.02499771118164,-51.22499084472656
2025-01-28,1.9241524,1.8312002,1.5644841,0.4859357,5.441693,1.0022646,2.4753895,-30.02499771118164,-51.22499084472656
2025-01-29,2.9174187,2.0812685,1.7046751,0.733804,6.798301,1.2181964,2.6963768,-30.02499771118164,-51.22499084472656
2025-01-30,0.936422,1.2389157,0.9678863,0.936422,4.248075,0.936422,1.1953702,-30.02499771118164,-51.22499084472656
2025-01-31,0.29717922,0.35302472,0.29717922,0.2647363,2.3419504,0.2647363,0.34276497,-30.02499771118164,-51.22499084472656
2025-02-01,0.3273945,0.3157084,0.29717922,0.25025904,0.7660378,0.25025904,0.3273945,-30.02499771118164,-51.22499084472656
2025-02-02,0.20226443,0.22287266,0.20226443,0.20226443,0.59220874,0.20226443,0.22251841,-30.02499771118164,-51.22499084472656
2025-02-03,0.10917485,0.1122214,0.10917485,0.10917485,0.1561122,0.10917485,0.10917485,-30.02499771118164,-51.22499084472656
2025-02-04,0.09395635,0.09395641,0.09395635,0.09395635,0.09395635,0.09395635,0.09395635,-30.02499771118164,-51.22499084472656
2025-02-05,0.07894671,0.07953527,0.07894671,0.07894671,0.09395635,0.07894671,0.07894671,-30.02499771118164,-51.22499084472656
2025-02-06,0.1561122,0.32079607,0.1723072,0.07894671,1.4831331,0.07894671,0.4689263,-30.02499771118164,-51.22499084472656
2025-02-07,0.12460494,0.1362706,0.12460494,0.12460494,0.28233063,0.12460494,0.12460494,-30.02499771118164,-51.22499084472656
2025-02-08,0.12460494,0.12460503,0.12460494,0.12460494,0.12460494,0.12460494,0.12460494,-30.02499771118164,-51.22499084472656
2025-02-09,0.10917485,0.10917477,0.10917485,0.10917485,0.10917485,0.10917485,0.10917485,-30.02499771118164,-51.22499084472656
2025-02-10,0.09395635,0.09395641,0.09395635,0.09395635,0.09395635,0.09395635,0.09395635,-30.02499771118164,-51.22499084472656
2025-02-11,0.14024973,0.19586356,0.07894671,0.07894671,1.2646441,0.07894671,0.14024973,-30.02499771118164,-51.22499084472656
2025-02-12,1.8575904,2.1522694,1.6181899,0.4521116,11.302689,1.0821955,2.713231,-30.02499771118164,-51.22499084472656
2025-02-13,1.5468302,1.9875664,1.7415816,0.7660378,5.194411,1.3611479,2.416194,-30.02499771118164,-51.22499084472656
2025-02-14,0.5310875,0.5427102,0.5310875,0.5310875,0.7021586,0.5310875,0.5310875,-30.02499771118164,-51.22499084472656
2025-02-15,0.38995266,0.9166426,0.5170504,0.29717922,4.8748937,0.31219995,1.487436,-30.02499771118164,-51.22499084472656
2025-02-16,1.4043629,1.9465684,1.1956583,0.21898961,9.592537,0.6982572,2.3651426,-30.02499771118164,-51.22499084472656
2025-02-17,8.183326,6.111121,6.4181337,1.5763211,10.040786,4.1977096,8.231031,-30.02499771118164,-51.22499084472656
2025-02-18,1.8119009,1.9156674,1.8510257,1.8119009,2.4514372,1.8119009,1.9872222,-30.02499771118164,-51.22499084472656
