date,precipitation,rain,showers,evapotranspiration,et0_fao_evapotranspiration,wind_gusts_10m,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation_probability,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,visibility,vapor_pressure_deficit,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_speed_180m,wind_direction_120m,wind_direction_180m,temperature_80m,temperature_120m,temperature_180m,soil_temperature_0cm,soil_temperature_6cm,soil_temperature_18cm,soil_temperature_54cm,soil_moisture_0_1cm,soil_moisture_1_3cm,soil_moisture_3_9cm,soil_moisture_9_27cm,soil_moisture_27_81cm,weather_code
2025-09-21,24.2,24.2,0.0,0.0,1.4133666,38.519997,19.680418,87.562126,17.447084,20.623758,,1002.60004,999.09814,95.166664,1.5833334,26.916666,94.291664,,0.30548713,11.89924,,,,,,,,,,,,,,,,,,3.0
2025-09-22,19.5,19.5,0.0,0.0,2.959406,44.28,16.938751,72.4914,11.405417,15.591582,,1007.7583,1004.20526,59.375,25.541666,42.583332,52.041668,,0.5576945,13.875851,,,,,,,,,,,,,,,,,,0.0
2025-09-23,0.0,0.0,0.0,0.0,4.0359054,39.96,16.128334,65.56599,9.009583,14.378602,,1019.85834,1016.25214,2.4583333,0.33333334,2.1666667,0.0,,0.7274947,12.060189,,,,,,,,,,,,,,,,,,0.0
2025-09-24,0.0,0.0,0.0,0.0,3.9153538,41.039997,16.1575,66.98463,9.540833,14.667472,,1030.5083,1026.8651,21.166666,4.0416665,17.166666,0.0,,0.6653635,11.281192,,,,,,,,,,,,,,,,,,0.0
2025-09-25,0.0,0.0,0.0,0.0,4.1645904,39.6,14.80125,63.959763,7.4991665,12.649902,,1032.25,1028.5834,0.625,0.375,0.0,0.25,,0.67536783,12.582269,,,,,,,,,,,,,,,,,,0.0
2025-09-26,0.0,0.0,0.0,0.0,4.652929,49.32,16.686666,62.14314,9.1137495,14.210918,,1025.1875,1021.5695,11.375,0.875,0.0,10.5,,0.77679557,17.468266,,,,,,,,,,,,,,,,,,0.0
2025-09-27,1.2,1.2,0.0,0.0,4.127351,37.44,18.411667,67.53026,11.9325,17.413557,,1017.7708,1014.19995,86.791664,0.5833333,13.25,86.791664,,0.7657315,12.633602,,,,,,,,,,,,,,,,,,3.0
2025-09-28,8.3,8.3,0.0,0.0,2.5812612,41.760002,18.507502,79.44394,14.617916,18.232319,,1014.70416,1011.14575,51.5,23.75,38.583332,21.041666,,0.4773573,12.623734,,,,,,,,,,,,,,,,,,0.0
2025-09-29,0.0,0.0,0.0,0.0,4.2375784,39.239998,17.465834,75.076836,12.595,17.477968,,1018.12915,1014.5455,29.083334,4.0833335,0.0,25.0,,0.593215,8.169699,,,,,,,,,,,,,,,,,,0.0
2025-09-30,11.6,11.6,0.0,0.0,2.0786827,20.519999,19.070002,87.046234,16.674168,20.524519,,1017.0542,1013.49414,96.083336,3.7916667,22.458334,95.958336,,0.3385047,6.3460217,,,,,,,,,,,,,,,,,,3.0
2025-10-01,0.4,0.4,0.0,0.0,3.0454946,45.719997,19.534584,84.385994,16.661667,20.015171,,1022.9458,1019.3711,94.708336,47.458332,6.375,75.208336,,0.3836694,13.399647,,,,,,,,,,,,,,,,,,3.0
2025-10-02,0.3,0.3,0.0,0.0,3.5048673,32.760002,20.92,80.867615,17.247084,22.246695,,1021.3,1017.74756,97.666664,55.375,1.4166666,71.0,,0.54376644,9.863915,,,,,,,,,,,,,,,,,,3.0
2025-10-03,3.3999999,3.3999999,0.0,0.0,2.3747084,32.399998,20.759584,87.341484,18.470001,22.763794,,1016.675,1013.13696,90.75,8.5,32.875,87.875,,0.3407928,8.047955,,,,,,,,,,,,,,,,,,3.0
2025-10-04,0.70000005,0.70000005,0.0,0.0,4.1432576,32.039997,22.77625,77.41461,18.349167,24.900032,,1012.33746,1008.8382,27.958334,4.8333335,19.5,9.375,,0.7090604,8.216376,,,,,,,,,,,,,,,,,,0.0
2025-10-05,5.0,5.0,0.0,0.0,3.742166,66.96,24.76375,77.52709,20.0825,27.409073,,1007.3333,1003.8742,74.583336,0.20833333,18.125,70.375,,0.8623304,9.430158,,,,,,,,,,,,,,,,,,3.0
2025-10-06,39.1,39.1,0.0,0.0,1.1072679,58.32,18.3075,86.79163,16.005417,18.961567,,1011.87915,1008.3282,99.333336,47.625,89.291664,64.541664,,0.26775083,10.375087,,,,,,,,,,,,,,,,,,3.0
2025-10-07,0.0,0.0,0.0,0.0,3.7762392,43.199997,16.042917,61.822052,8.322083,14.482566,,1021.6958,1018.08246,52.041668,15.791667,37.958332,16.541666,,0.73908275,9.152488,,,,,,,,,,,,,,,,,,3.0
2025-10-08,0.0,0.0,0.0,0.0,4.5788417,26.64,16.10125,61.841053,8.20125,14.965009,,1024.4584,1020.83545,11.875,0.0,0.0,11.875,,0.79294753,7.639004,,,,,,,,,,,,,,,,,,0.0
2025-10-09,0.0,0.0,0.0,0.0,4.62474,29.88,18.13875,73.149414,12.695,18.233416,,1021.89996,1018.3111,4.9166665,4.6666665,2.0416667,0.0,,0.68143326,8.370331,,,,,,,,,,,,,,,,,,0.0
2025-10-10,0.0,0.0,0.0,0.0,4.6806664,33.12,20.274168,72.17655,14.753334,21.103895,,1018.1541,1014.6047,5.7916665,0.29166666,0.29166666,5.4583335,,0.75548965,8.117223,,,,,,,,,,,,,,,,,,0.0
2025-10-11,0.0,0.0,0.0,0.0,4.9070425,32.039997,21.85125,73.74003,16.4575,23.350622,,1011.53754,1008.0297,66.416664,0.6666667,3.2083333,65.791664,,0.8219743,8.021512,,,,,,,,,,,,,,,,,,3.0
2025-10-12,25.5,25.5,0.0,0.0,1.0895007,43.199997,20.390833,88.32015,18.351252,21.733149,,1007.22504,1003.7156,74.333336,4.9166665,40.458332,72.333336,,0.28274885,12.003609,,,,,,,,,,,,,,,,,,3.0
2025-10-13,0.8,0.8,0.0,0.0,4.3788095,65.520004,19.978334,68.090645,13.47,18.338293,,1007.06665,1003.5528,39.625,36.5,18.541666,0.0,,0.79272205,19.872362,,,,,,,,,,,,,,,,,,0.0
2025-10-14,0.0,0.0,0.0,0.0,4.8016863,37.079998,19.038752,72.678665,13.492916,19.145487,,1016.7209,1013.16156,1.6666666,1.1666666,0.9166667,0.0,,0.703574,10.271302,,,,,,,,,,,,,,,,,,0.0
2025-10-15,0.0,0.0,0.0,0.0,5.097463,37.079998,20.13875,73.52206,14.745,20.528688,,1017.04584,1013.49835,19.875,0.0,0.041666668,19.875,,0.75696284,11.39335,,,,,,,,,,,,,,,,,,0.0
2025-10-16,1.1,1.1,0.0,0.0,2.8466027,34.2,21.184584,79.40076,17.286667,22.618505,,1013.54584,1010.0236,92.541664,0.041666668,12.916667,92.083336,,0.57304734,8.073044,,,,,,,,,,,,,,,,,,3.0
2025-10-17,1.7,1.7,0.0,0.0,2.1321487,33.12,21.049168,86.65271,18.611668,23.307632,,1012.375,1008.8554,92.083336,37.666668,38.0,78.708336,,0.36894011,6.429293,,,,,,,,,,,,,,,,,,3.0
2025-10-18,8.7,8.7,0.0,0.0,2.7918806,60.120003,18.540834,76.98554,14.149167,16.860804,,1017.79584,1014.22705,71.833336,26.375,67.75,11.0,,0.49225557,21.707922,,,,,,,,,,,,,,,,,,51.0
2025-10-19,1.0,1.0,0.0,0.0,4.252121,40.68,16.317917,65.95408,9.609584,14.63615,,1025.6041,1021.9804,21.708334,15.333333,10.833333,0.0,,0.67589116,12.961879,,,,,,,,,,,,,,,,,,0.0
2025-10-20,0.0,0.0,0.0,0.0,4.709285,40.32,17.36375,65.431816,10.2804165,15.593303,,1026.3208,1022.7073,10.125,8.0,5.875,0.0,,0.77221227,14.708935,,,,,,,,,,,,,,,,,,0.0
2025-10-21,0.0,0.0,0.0,0.0,5.4238386,39.239998,19.0575,64.521706,11.717917,18.31069,,1024.3624,1020.7764,1.1666666,0.16666667,0.0,1.0,,0.88951707,12.366761,,,,,,,,,,,,,,,,,,0.0
2025-10-22,0.0,0.0,0.0,0.0,5.2498016,28.08,20.186666,69.13406,13.853333,20.814047,,1022.85834,1019.29126,20.5,0.041666668,0.0,20.458334,,0.85142636,8.214856,,,,,,,,,,,,,,,,,,0.0
2025-10-23,0.0,0.0,0.0,0.0,5.490867,33.12,21.165834,66.50378,14.33875,21.605295,,1020.32916,1016.7828,29.0,0.083333336,0.0,28.916666,,0.9293294,10.677886,,,,,,,,,,,,,,,,,,0.0
2025-10-24,0.0,0.0,0.0,0.0,5.800358,32.399998,22.903334,58.309452,13.62625,22.963232,,1015.4666,1011.9575,55.375,0.041666668,0.0,55.333332,,1.3262249,11.04017,,,,,,,,,,,,,,,,,,3.0
2025-10-25,1.9000001,1.9000001,0.0,0.0,3.7775037,36.719997,22.6075,70.55594,16.447084,23.851442,,1010.20416,1006.7102,99.875,0.083333336,27.958334,99.791664,,0.9109518,7.9056168,,,,,,,,,,,,,,,,,,3.0
2025-10-26,1.4,1.4,0.0,0.0,2.4177566,38.519997,19.649168,81.84822,16.28875,20.174807,,1014.7292,1011.18463,97.958336,75.875,20.375,83.916664,,0.4415526,11.415528,,,,,,,,,,,,,,,,,,3.0
2025-10-27,1.0,1.0,0.0,0.0,4.396278,46.8,19.874166,73.54186,14.71375,19.649628,,1018.17084,1014.6169,42.291668,41.833332,3.0416667,1.6666666,,0.65533143,14.255321,,,,,,,,,,,,,,,,,,0.0
2025-10-28,21.6,21.6,0.0,0.0,2.328182,47.88,17.37625,76.4096,12.930416,15.654773,,1021.62085,1018.02435,83.833336,37.791668,83.5,53.416668,,0.49667004,18.29154,,,,,,,,,,,,,,,,,,3.0
2025-10-29,11.6,11.6,0.0,0.0,1.491557,46.079998,15.865833,86.21619,13.482499,14.357467,,1021.87085,1018.2548,100.0,38.416668,98.958336,6.5416665,,0.25804058,18.048628,,,,,,,,,,,,,,,,,,51.0
2025-10-30,1.7,1.7,0.0,0.0,3.2471218,39.6,16.8575,79.2702,13.115833,16.053053,,1021.01666,1017.41583,65.5,37.583332,49.083332,5.4583335,,0.42071924,13.03338,,,,,,,,,,,,,,,,,,51.0
2025-10-31,1.6,1.6,0.0,0.0,4.066779,41.760002,17.984583,75.53962,13.4075,17.181807,,1016.7834,1013.2112,27.541666,19.875,14.833333,0.0,,0.54633427,14.47189,,,,,,,,,,,,,,,,,,0.0
2025-11-01,0.0,0.0,0.0,0.0,5.2401223,31.319998,20.817917,76.46401,16.1075,22.428072,,1013.6541,1010.1268,41.75,2.7083333,4.5,36.458332,,0.6965564,7.4106126,,,,,,,,,,,,,,,,,,0.0
2025-11-02,1.4,1.4,0.0,0.0,4.617416,45.719997,21.507502,78.972496,17.542917,22.40368,,1011.52496,1008.01373,65.083336,12.083333,21.708334,46.625,,0.5831563,15.058024,,,,,,,,,,,,,,,,,,3.0
